Load data

8.736
9.227
8.927
10.124
10.582
9.385
9.903
8.537
9.477
9.263
9.428
10.883
10.447
9.429
9.476
10.063
8.824
8.462
9.693
9.102
10.005
9.047
8.671
10.963
10.847
8.612
9.098
9.532
10.295
10.345
9.728
8.318
8.851
10.318
10.772
9.485
9.922
10.628
9.151
9.559
9.897
9.741
8.376
9.497
8.866
8.998
9.895
8.779
9.442
9.587
9.839
8.729
9.849
8.848
10.372
9.083
9.22
10.302
8.707
9.285
9.169
9.388
9.499
10.187
10.762
9.588
10.493
10.896
9.258
9.163
9.421
9.792
9.986
9.754
9.663
10.45
9.241
9.502
9.587
10.408
9.283
9.812
10.542
9.399
9.12
9.763
9.481
10.026
9.118
9.997
9.874
9.185
9.978
9.731
10.765
9.64
9.758
10.377
9.844
9.415
10.032
10.283
9.019
9.492
9.658
10.46
10.256
10.518
9.589
10.193
10.194
9.286
9.668
10.209
9.677
10.262
9.819
10.791
9.652
10.081
9.571
9.447
9.726
9.927
9.997
9.233
10.585
9.536
9.961
9.779
9.139
10.005
9.278
10.257
10.157
9.476
9.526
9.339
9.208
10.044
9.934
10.643
9.94
10.497
9.562
9.934
10.226
9.888
9.618
9.676
10.084
9.705
9.823
10.607
9.641
9.979
9.692
9.88
10.15
9.715
9.755
10.538
10.036
10.148
9.763
9.256
9.93
9.925
10.375
9.987
10.678
10.47
10.667
9.827
10.294
10.167
10.13
9.25
10.178
10.722
9.571
9.82
10.72
10.657
9.746
10.252
10.232
10.027
9.382
10.402
10.342
9.667
10.208
10.044
9.784
9.618
10.416
10.049
9.76
9.603
10.593
9.632
9.842
10.487
9.271
10.08
9.991
10.055
10.539
9.838
10.015
9.46
10.486
9.465
10.116
9.614
9.91
10.179
9.674
9.523
10.645
9.224
10.263
9.863
10.612
9.435
10.569
10.43
10.375
10.57
9.853
10.268
9.893
9.58
10.332
9.564
10.438
10.06
9.963
9.422
10.573
10.143
9.925
10.426
9.727
10.096
10.005
9.99
10.232
10.172
9.849
10.409
9.387
10.058
10.052
10.158
10.541
9.486
10.021
9.755
10.444
