Load data

10.237
9.673
10.871
9.246
8.428
11.174
7.92
9.577
9.325
10.042
10.927
9.389
9.604
8.376
11.121
7.898
8.722
11.268
8.998
9.619
10.634
8.702
10.285
11.431
9.983
9.346
11.183
8.342
9.357
10.273
9.893
9.301
11.377
8.798
9.478
9.676
9.896
10.74
7.83
10.464
7.381
9.653
10.837
11.349
9.735
11.084
8.243
7.823
11.591
8.54
8.451
10.843
8.035
10.118
11.551
8.151
8.151
7.935
9.53
9.554
10.965
10.372
11.486
7.196
9.518
8.286
8.59
9.917
9.832
10.562
10.835
9.57
11.079
9.143
7.983
9.236
7.812
9.532
9.808
9.892
10.923
10.509
8.138
9.747
11.402
10.846
7.812
11.377
7.959
8.04
10.352
9.255
11.088
10.793
8.368
9.965
11.012
11.498
10.967
10.791
11.671
8.304
10.647
8.986
8.604
8.73
9.773
10.409
10.009
9.853
7.935
10.238
9.514
9.897
11.308
9.171
7.794
9.54
9.232
10.059
10.767
10.275
9.269
9.134
10.567
9.456
11.573
8.755
9.735
8.317
10.747
9.815
8.344
11.182
11.63
9.62
10.456
9.514
10.932
10.438
8.504
9.236
8.313
8.308
10.702
7.624
9.454
11.011
10.512
10.409
7.903
11.5
11.237
11.212
11.394
8.482
9.345
8.422
10.046
8.388
10.075
9.272
10.802
11.479
11.085
8.956
10.399
7.536
10.108
10.174
9.469
8.663
9.668
9.777
9.282
